title,author,rating,ratingcounts,reviewcounts,description,ISBN,genre,image,pagecount
Sometimes I Lie (Paperback),Alice Feeney,3.82,84567,10933,"
My name is Amber Reynolds. There are three things you should know about me:

1. I’m in a coma.

2. My husband doesn’t love me anymore.

3. Sometimes I lie.
Amber wakes up in a hospital. She can’t move. She can’t speak. She can’t open her eyes. She can hear everyone around her, but they have no idea. Amber doesn’t remember what happened, but she has a suspicion her",9780008225353,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498135142l/32326398.jpg,387
The Pelican Brief (Paperback),John Grisham,4.01,364376,2549,"In suburban Georgetown a killer's Reeboks whisper on the front floor of a posh home... In a seedy D.C. porno house a patron is swiftly garroted to death... The next day America learns that two of its Supreme Court justices have been assassinated. And in New Orleans, a young law student prepares a legal brief... To Darby Shaw it was no more than a legal shot in the dark, a ",9780385339704,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389486877l/32499.jpg,400
The Firm (Paperback),John Grisham,4.02,554240,3449,"Adaptation for younger readers.Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations.",9780582418271,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418465200l/5358.jpg,76
Verity (Kindle Edition),Colleen Hoover,4.33,130760,20818,"Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish.Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and ou",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537519686l/41957126._SY475_.jpg,333
"Bird Box (Bird Box, #1)",Josh Malerman,4.02,132888,15972,"Alternate cover edition of ISBN 9780062259653Something is out there, something terrifying that must not be seen. One glimpse of it, and a person is driven to deadly violence. No one knows what it is or where it came from.Five years after it began, a handful of scattered survivors remains, including Malorie and her two young children. Living in an abandoned house near the r",null,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383949470l/18498558.jpg,262
The Kind Worth Killing (Hardcover),Peter  Swanson,4.03,82526,9513,"A devious tale of psychological suspense involving sex, deception, and an accidental encounter that leads to murder. Fans of Paula Hawkins’ The Girl on the Train will love this modern reimagining of Patricia Highsmith’s classic Strangers on a Train from the author of the acclaimed The Girl with a Clock for a Heart—which the Washington Post said “should be a contender for c",9780062267528,thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417981750l/21936809.jpg,311
The Fault in Our Stars (Hardcover),John Green,4.21,3448328,154197,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a gorgeous plot twist named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.Insightful, bold, irreverent, and raw, The Fault in Our Stars",null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206420l/11870085.jpg,313
Fangirl (Kindle Edition),Rainbow Rowell,4.06,555982,50189,"
A coming-of-age tale of fan fiction, family and first love.
Cath is a Simon Snow fan.Okay, the whole world is a Simon Snow fan..But for Cath, being a fan is her life—and she’s really good at it. She and her twin sister, Wren, ensconced themselves in the Simon Snow series when they were just kids; it’s what got them through their mother leaving. Reading. Rereading. Hangi",null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355886270l/16068905.jpg,483
Eleanor & Park (Hardcover),Rainbow Rowell,4.06,834876,65447,"Eleanor is the new girl in town, and with her chaotic family life, her mismatched clothes and unruly red hair, she couldn't stick out more if she tried.Park is the boy at the back of the bus. Black T-shirts, headphones, head in a book - he thinks he's made himself invisible. But not to Eleanor... never to Eleanor.Slowly, steadily, through late-night conversations and an ev",9781250012579,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341952742l/15745753.jpg,328
"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.52,459233,55588,An alternate cover edition of ISBN 9780062498533 can be found here.Sixteen-year-old Starr Carter moves between two worlds: the poor neighborhood where she lives and the fancy suburban prep school she attends. The uneasy balance between these worlds is shattered when Starr witnesses the fatal shooting of her childhood best friend Khalil at the hands of a police officer. Kha,null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759l/32075671._SY475_.jpg,444
The Perks of Being a Wallflower (Paperback),Stephen Chbosky,4.20,1221882,56508,standing on the fringes of life...offers a unique perspective. But there comes a time to seewhat it looks like from the dance floor.This haunting novel about the dilemma of passivity vs. passion marks the stunning debut of a provocative new voice in contemporary fiction: The Perks of Being A WALLFLOWERThis is the story of what it's like to grow up in high school. More inti,null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520093244l/22628.jpg,213
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",Jenny Han,4.16,458207,37957,"To All the Boys I’ve Loved Before is the story of Lara Jean, who has never openly admitted her crushes, but instead wrote each boy a letter about how she felt, sealed it, and hid it in a box under her bed. But one day Lara Jean discovers that somehow her secret box of letters has been mailed, causing all her crushes from her past to confront her about the letters: her firs",null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372086100l/15749186.jpg,355
Looking for Alaska (Paperback),John Green,4.03,1086455,55474,"Before. Miles “Pudge” Halter is done with his safe life at home. His whole life has been one big non-event, and his obsession with famous last words has only made him crave “the Great Perhaps” even more (Francois Rabelais, poet). He heads off to the sometimes crazy and anything-but-boring world of Culver Creek Boarding School, and his life becomes the opposite of safe. Bec",null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394798630l/99561.jpg,221
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.30,271802,32105,"Sixteen-year-old and not-so-openly gay Simon Spier prefers to save his drama for the school musical. But when an email falls into the wrong hands, his secret is at risk of being thrust into the spotlight. Now Simon is actually being blackmailed: if he doesn’t play wingman for class clown Martin, his sexual identity will become everyone’s business. Worse, the privacy of Blu",9780062348678,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678l/19547856.jpg,303
Paper Towns (Paperback),John Green,3.81,889581,48082,"Who is the real Margo?Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs into his life—dressed like a ninja and summoning him for an ingenious campaign of revenge—he follows. After their all-nighter ends, and a new day breaks, Q arrives at school to discover that Margo, alw",9780142414934,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610l/6442769.jpg,305
"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,4.01,357424,29176,"Anna is looking forward to her senior year in Atlanta, where she has a great job, a loyal best friend, and a crush on the verge of becoming more. Which is why she is less than thrilled about being shipped off to boarding school in Paris--until she meets Étienne St. Clair. Smart, charming, beautiful, Étienne has it all...including a serious girlfriend. But in the City of Li",9780525423270,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358271931l/6936382.jpg,372
We Were Liars (Kindle Edition),E. Lockhart,3.84,440714,47682,"A beautiful and distinguished family.A private island.A brilliant, damaged girl; a passionate, political boy.A group of four friends—the Liars—whose friendship turns destructive.A revolution. An accident. A secret.Lies upon lies.True love.The truth. We Were Liars is a modern, sophisticated suspense novel from New York Times bestselling author, National Book Award finalist,",null,Contemporary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479l/16143347.jpg,242
